Parametro,Fuente,Anio,Mes,Cve_OOAD,Nombre_OOAD,Cve_Presupuestal,Nombre_Unidad,Sexo,Grupo_edad,Pacientes_DM,Atendidos_DM,PAMF,Prevalencia_DM
Censo DM,DIS/DVEET,2020,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,30 a 34,71,50,3594,1.98
Censo DM,DIS/DVEET,2020,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,35 a 39,103,76,3319,3.1
Censo DM,DIS/DVEET,2020,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,40 a 44,167,124,2957,5.65
Censo DM,DIS/DVEET,2020,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,45 a 49,247,191,2975,8.3
Censo DM,DIS/DVEET,2020,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,50 a 54,362,275,2483,14.58
Censo DM,DIS/DVEET,2020,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,55 a 59,479,377,2189,21.88
Censo DM,DIS/DVEET,2020,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,60 a 64,472,362,1763,26.77
Censo DM,DIS/DVEET,2020,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,65 a 69,479,370,1412,33.92
Censo DM,DIS/DVEET,2020,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,70 a 74,433,317,1167,37.1
Censo DM,DIS/DVEET,2020,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,75 a 79,332,247,885,37.51
Censo DM,DIS/DVEET,2020,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,80 a 84,188,130,623,30.18
Censo DM,DIS/DVEET,2020,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,85 y mas,165,77,811,20.35
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,00 a 04,1,1,5763,0.02
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,05 a 09,9,8,7125,0.13
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,10 a 14,16,15,7498,0.21
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,15 a 19,22,18,3830,0.57
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,20 a 24,27,22,6080,0.44
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,25 a 29,70,47,6570,1.07
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,30 a 34,138,90,6659,2.07
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,35 a 39,225,162,6442,3.49
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,40 a 44,317,230,5683,5.58
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,45 a 49,501,368,5521,9.07
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,50 a 54,701,508,4934,14.21
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,55 a 59,855,626,4205,20.33
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,60 a 64,823,601,3462,23.77
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,65 a 69,844,633,2713,31.11
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,70 a 74,704,526,2125,33.13
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,75 a 79,559,406,1579,35.4
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,80 a 84,335,229,1145,29.26
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,85 y mas,224,122,1572,14.25
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,00 a 04,1,1,2935,0.03
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,05 a 09,5,4,3704,0.13
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,10 a 14,9,9,3776,0.24
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,15 a 19,16,14,1952,0.82
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,20 a 24,9,7,2718,0.33
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,25 a 29,29,18,3048,0.95
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,30 a 34,56,36,3019,1.85
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,35 a 39,96,72,3071,3.13
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,40 a 44,132,94,2627,5.02
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,45 a 49,234,165,2550,9.18
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,50 a 54,319,219,2297,13.89
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,55 a 59,340,240,1943,17.5
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,60 a 64,348,254,1575,22.1
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,65 a 69,364,260,1268,28.71
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,70 a 74,277,213,945,29.31
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,75 a 79,242,165,679,35.64
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,80 a 84,147,92,496,29.64
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,85 y mas,92,58,700,13.14
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,05 a 09,4,4,3421,0.12
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,10 a 14,7,6,3722,0.19
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,15 a 19,6,4,1878,0.32
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,20 a 24,18,15,3362,0.54
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,25 a 29,41,29,3522,1.16
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,30 a 34,82,54,3640,2.25
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,35 a 39,129,90,3371,3.83
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,40 a 44,185,136,3056,6.05
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,45 a 49,267,203,2971,8.99
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,50 a 54,382,289,2637,14.49
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,55 a 59,515,386,2262,22.77
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,60 a 64,475,347,1887,25.17
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,65 a 69,480,373,1445,33.22
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,70 a 74,427,313,1180,36.19
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,75 a 79,317,241,900,35.22
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,80 a 84,188,137,649,28.97
Censo DM,DIS/DVEET,2021,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,85 y mas,132,64,872,15.14
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,00 a 04,4,4,5476,0.07
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,05 a 09,11,9,7077,0.16
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,10 a 14,18,17,7404,0.24
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,15 a 19,21,21,3666,0.57
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,20 a 24,37,28,6260,0.59
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,25 a 29,69,43,6607,1.04
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,30 a 34,141,92,6735,2.09
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,35 a 39,233,171,6517,3.58
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,40 a 44,344,251,5884,5.85
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,45 a 49,535,409,5537,9.66
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,50 a 54,700,526,5176,13.52
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,55 a 59,858,657,4499,19.07
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,60 a 64,839,643,3620,23.18
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,65 a 69,857,669,2896,29.59
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,70 a 74,671,505,2181,30.77
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,75 a 79,507,378,1612,31.45
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,80 a 84,309,213,1150,26.87
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,85 y mas,206,110,1699,12.12
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,00 a 04,2,2,2814,0.07
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,05 a 09,7,5,3613,0.19
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,10 a 14,10,9,3773,0.27
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,15 a 19,13,13,1851,0.7
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,20 a 24,11,9,2790,0.39
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,25 a 29,30,19,3045,0.99
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,30 a 34,59,37,3022,1.95
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,35 a 39,105,73,3061,3.43
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,40 a 44,143,102,2681,5.33
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,45 a 49,247,176,2539,9.73
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,50 a 54,317,227,2369,13.38
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,55 a 59,346,260,2098,16.49
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,60 a 64,341,254,1656,20.59
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,65 a 69,368,276,1336,27.54
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,70 a 74,267,212,994,26.86
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,75 a 79,212,155,701,30.24
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,80 a 84,135,90,489,27.61
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,85 y mas,81,46,748,10.83
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,00 a 04,2,2,2662,0.08
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,05 a 09,4,4,3464,0.12
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,10 a 14,8,8,3631,0.22
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,15 a 19,8,8,1815,0.44
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,20 a 24,26,19,3470,0.75
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,25 a 29,39,24,3562,1.09
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,30 a 34,82,55,3713,2.21
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,35 a 39,128,98,3456,3.7
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,40 a 44,201,149,3203,6.28
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,45 a 49,288,233,2998,9.61
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,50 a 54,383,299,2807,13.64
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,55 a 59,512,397,2401,21.32
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,60 a 64,498,389,1964,25.36
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,65 a 69,489,393,1560,31.35
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,70 a 74,404,293,1187,34.04
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,75 a 79,295,223,911,32.38
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,80 a 84,174,123,661,26.32
Censo DM,DIS/DVEET,2022,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,85 y mas,125,64,951,13.14
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,00 a 04,2,2,5340,0.04
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,05 a 09,7,7,7053,0.1
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,10 a 14,16,13,7418,0.22
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,15 a 19,21,19,3535,0.59
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,20 a 24,22,17,6177,0.36
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,25 a 29,67,44,6749,0.99
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,30 a 34,123,89,6935,1.77
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,35 a 39,213,149,6632,3.21
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,40 a 44,317,229,6036,5.25
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,45 a 49,444,339,5653,7.85
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,50 a 54,756,579,5540,13.65
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,55 a 59,818,623,4806,17.02
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,60 a 64,897,681,3918,22.89
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,65 a 69,862,669,3078,28.01
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,70 a 74,754,568,2243,33.62
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,75 a 79,606,453,1710,35.44
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,80 a 84,400,283,1200,33.33
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,85 y mas,327,174,1824,17.93
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,00 a 04,1,1,2707,0.04
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,05 a 09,6,6,3595,0.17
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,10 a 14,9,6,3810,0.24
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,15 a 19,12,11,1702,0.71
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,20 a 24,9,9,2758,0.33
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,25 a 29,23,16,3088,0.74
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,30 a 34,58,43,3100,1.87
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,35 a 39,85,53,3069,2.77
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,40 a 44,148,101,2774,5.34
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,45 a 49,196,149,2569,7.63
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,50 a 54,346,254,2539,13.63
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,55 a 59,346,259,2214,15.63
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,60 a 64,367,270,1772,20.71
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,65 a 69,342,263,1418,24.12
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,70 a 74,328,240,1031,31.81
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,75 a 79,239,188,739,32.34
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,80 a 84,183,127,500,36.6
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,85 y mas,129,69,808,15.97
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,00 a 04,1,1,2633,0.04
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,05 a 09,1,1,3458,0.03
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,10 a 14,7,7,3608,0.19
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,15 a 19,9,8,1833,0.49
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,20 a 24,13,8,3419,0.38
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,25 a 29,44,28,3661,1.2
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,30 a 34,65,46,3835,1.69
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,35 a 39,128,96,3563,3.59
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,40 a 44,169,128,3262,5.18
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,45 a 49,248,190,3084,8.04
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,50 a 54,410,325,3001,13.66
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,55 a 59,472,364,2592,18.21
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,60 a 64,530,411,2146,24.7
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,65 a 69,520,406,1660,31.33
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,70 a 74,426,328,1212,35.15
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,75 a 79,367,265,971,37.8
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,80 a 84,217,156,700,31
Censo DM,DIS/DVEET,2023,12,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,85 y mas,198,105,1016,19.49
